# %ECSV 1.0
# ---
# datatype:
# - {name: Skipped, datatype: string}
# - {name: Reason, datatype: string}
# delimiter: ','
# schema: astropy-2.0
Skipped,Reason
SDSS J093824.88+290328.9 W3,only upper error
SDSS J093824.88+290328.9 W4,only upper error
2MASS J09384022-2748184 W4,only upper error
CWISEP J093852.89+063440.6 W3,only upper error
CWISEP J093852.89+063440.6 W4,only upper error
SDSS J093858.88+044343.9 W3,only upper error
SDSS J093858.88+044343.9 W4,only upper error
SDSS J093906.46+341257.5,missing proper motion values
SDSS J093906.46+341257.5 W3,only upper error
SDSS J093906.46+341257.5 W4,only upper error
ULAS J093930.74+065309.8 W4,only upper error
2MASS J09393548-2448279 W4,only upper error
ULAS J093951.04+001653.6 W3,only upper error
ULAS J093951.04+001653.6 W4,only upper error
CWISEP J094005.50+523359.2 W1,only upper error
CWISEP J094005.50+523359.2 W4,only upper error
ULAS J094006.54+021051.1 W3,only upper error
ULAS J094006.54+021051.1 W4,only upper error
WISE J094020.10-220820.5 W3,only upper error
WISE J094020.10-220820.5 W4,only upper error
SDSS J094043.18+565049.1 W4,only upper error
SDSS J094047.88+294653.0 W3,only upper error
SDSS J094047.88+294653.0 W4,only upper error
SDSS J094134.92+100942.0 W4,only upper error
ULAS J094136.50+094214.2 W3,only upper error
ULAS J094136.50+094214.2 W4,only upper error
SDSS J094140.65-003215.8 W3,only upper error
SDSS J094140.65-003215.8 W4,only upper error
TVLM 262-111511 W4,only upper error
2MASS J09424604+5531025 W4,only upper error
WISE J094305.98+360723.5 W4,only upper error
ULAS J094349.60+094203.4,missing wise designation name
ULAS J094349.60+094203.4,missing proper motion values
ULAS J094349.60+094203.4 W1,only upper error
ULAS J094349.60+094203.4 W2,only upper error
ULAS J094349.60+094203.4 W3,only upper error
ULAS J094349.60+094203.4 W4,only upper error
SDSS J094350.20+151909.2 W3,only upper error
SDSS J094350.20+151909.2 W4,only upper error
2MASSW J0944027+313132 W3,only upper error
2MASSW J0944027+313132 W4,only upper error
PSO J146.0144+05.1319 W3,only upper error
PSO J146.0144+05.1319 W4,only upper error
ULAS J094420.32+024422.7 W3,only upper error
ULAS J094420.32+024422.7 W4,only upper error
SDSS J094427.31+641037.3 W3,only upper error
SDSS J094427.31+641037.3 W4,only upper error
SDSS J094436.31+364920.8 W3,only upper error
SDSS J094436.31+364920.8 W4,only upper error
2MASS J09451445-7753150 W4,only upper error
ULAS J094516.39+075545.6 W3,only upper error
ULAS J094516.39+075545.6 W4,only upper error
ULAS J094742.01+074232.3 W3,only upper error
ULAS J094742.01+074232.3 W4,only upper error
2MASS J09474477+0224327 W4,only upper error
ULAS J094759.19+074304.7 W3,only upper error
ULAS J094759.19+074304.7 W4,only upper error
WISEA J094812.21-290329.5 W3,only upper error
WISEA J094812.21-290329.5 W4,only upper error
SDSS J094903.15+264944.2 W3,only upper error
SDSS J094903.15+264944.2 W4,only upper error
2MASS J09490860-1545485 W3,only upper error
2MASS J09490860-1545485 W4,only upper error
LHS 2195 W4,only upper error
PSO J147.5092-27.6337 W3,only upper error
PSO J147.5092-27.6337 W4,only upper error
ULAS J095047.28+011734.3 W3,only upper error
ULAS J095047.28+011734.3 W4,only upper error
LP 261-75B,missing wise designation name
LP 261-75B,missing proper motion values
LP 261-75B W1,only upper error
LP 261-75B W2,only upper error
LP 261-75B W3,only upper error
LP 261-75B W4,only upper error
ULAS J095126.87+075756.8 W3,only upper error
ULAS J095126.87+075756.8 W4,only upper error
TVLM 262-70502 W4,only upper error
2MASS J09522188-1924319 W4,only upper error
WISEPC J095259.29+195507.3 W3,only upper error
WISEPC J095259.29+195507.3 W4,only upper error
2MASS J09532126-1014205,"duplicate, already ingested"
2MASS J09532126-1014205 W4,only upper error
ULAS J095401.45+092213.7 W3,only upper error
ULAS J095401.45+092213.7 W4,only upper error
SDSS J095415.73+500140.3 W3,only upper error
SDSS J095415.73+500140.3 W4,only upper error
ULAS J095429.90+062309.6 W3,only upper error
ULAS J095429.90+062309.6 W4,only upper error
2MASS J09553336-0208403 W4,only upper error
2MASS J09555995-7342489 W4,only upper error
ULAS J095606.72+082115.7 W3,only upper error
ULAS J095606.72+082115.7 W4,only upper error
PSO J149.0341-14.7857 W4,only upper error
PSO J149.1907-19.1730 W4,only upper error
WISEA J095729.41+462413.5 W4,only upper error
ULAS J095829.86-003932.0 W3,only upper error
ULAS J095829.86-003932.0 W4,only upper error
SDSS J095850.68+200150.6 W3,only upper error
SDSS J095850.68+200150.6 W4,only upper error
SDSS J095908.97+312557.3 W3,only upper error
SDSS J095908.97+312557.3 W4,only upper error
SDSS J095916.66+364157.6 W3,only upper error
SDSS J095916.66+364157.6 W4,only upper error
2MASS J09593276+4523309 W4,only upper error
SDSS J100016.92+321829.4 W3,only upper error
SDSS J100016.92+321829.4 W4,only upper error
HIP 49046B W4,only upper error
2MASS J10020752+1358556 W3,only upper error
2MASS J10020752+1358556 W4,only upper error
ULAS J100310.96+075220.3 W3,only upper error
ULAS J100310.96+075220.3 W4,only upper error
2MASS J10031918-0105079 W4,only upper error
SDSS J100401.41+005354.9 W3,only upper error
SDSS J100401.41+005354.9 W4,only upper error
G 196-3B,missing proper motion values
G 196-3B,"duplicate, already ingested"
G 196-3B,"duplicate, already ingested"
DENIS-P J100428.3-114648 W4,only upper error
SDSS J100435.88+565757.4 W3,only upper error
SDSS J100435.88+565757.4 W4,only upper error
DENIS J1004403-131818 W4,only upper error
SDSS J100442.60+614628.7 W4,only upper error
SDSS J100559.85+035842.3 W3,only upper error
SDSS J100559.85+035842.3 W4,only upper error
2MASS J10063197-1653266 W4,only upper error
ULAS J100647.06+121117.2 W3,only upper error
ULAS J100647.06+121117.2 W4,only upper error
ULAS J100703.55+013017.0 W3,only upper error
ULAS J100703.55+013017.0 W4,only upper error
SDSS J100711.74+193056.2 W4,only upper error
ULAS J100731.32+104758.8 W3,only upper error
ULAS J100731.32+104758.8 W4,only upper error
2MASS J10073369-4555147 W3,only upper error
2MASS J10073369-4555147 W4,only upper error
SDSS J100844.64+470738.0 W3,only upper error
SDSS J100844.64+470738.0 W4,only upper error
PSO J152.2977+15.9912 W3,only upper error
PSO J152.2977+15.9912 W4,only upper error
WISE J100926.40+354137.5 W3,only upper error
WISE J100926.40+354137.5 W4,only upper error
SDSS J100942.68+580217.6 W3,only upper error
SDSS J100942.68+580217.6 W4,only upper error
2MASSI J1010148-040649 W4,only upper error
TVLM 263-71765 W4,only upper error
SDSS J101105.22+382617.5 W3,only upper error
SDSS J101105.22+382617.5 W4,only upper error
ULAS J101243.54+102101.7 W4,only upper error
SDSS J101304.34+071050.7 W3,only upper error
SDSS J101304.34+071050.7 W4,only upper error
SSSPM J1013-1356 W3,only upper error
SSSPM J1013-1356 W4,only upper error
NLTT 23716B,missing wise designation name
NLTT 23716B,missing proper motion values
NLTT 23716B W1,only upper error
NLTT 23716B W2,only upper error
NLTT 23716B W3,only upper error
NLTT 23716B W4,only upper error
DENIS J1013-7842 W4,only upper error
SDSS J101327.96+352052.8 W4,only upper error
PSO J153.7969-11.3631 W3,only upper error
PSO J153.7969-11.3631 W4,only upper error
SDSS J101517.63+075212.0 W3,only upper error
SDSS J101517.63+075212.0 W4,only upper error
ULAS J101618.77+000028.0 W3,only upper error
2MASS J10163470+2751497 W4,only upper error
ULAS J101658.05-013258.0 W3,only upper error
ULAS J101658.05-013258.0 W4,only upper error
2MASSI J1017075+130839 W4,only upper error
ULAS J101721.40+011817.9 W3,only upper error
ULAS J101721.40+011817.9 W4,only upper error
SDSS J101742.51+431057.9 W3,only upper error
SDSS J101742.51+431057.9 W4,only upper error
WISEPC J101808.05-244557.7 W3,only upper error
WISEPC J101808.05-244557.7 W4,only upper error
ULAS J101821.78+072547.1 W3,only upper error
ULAS J101821.78+072547.1 W4,only upper error
2MASS J10184314-1624273 W4,only upper error
2MASSW J1018588-290953 W4,only upper error
WISEPA J101905.63+652954.2 W3,only upper error
WISEPA J101905.63+652954.2 W4,only upper error
DENIS J1019245-270717 W4,only upper error
SDSS J101951.13+044944.1 W3,only upper error
SDSS J101951.13+044944.1 W4,only upper error
2MASSI J1019568+732408 W4,only upper error
G 44-9 W4,only upper error
SDSS J102109.69-030420.1 W4,only upper error
SDSS J102116.05+354607.8 W3,only upper error
SDSS J102116.05+354607.8 W4,only upper error
2MASS J10212570-2830427 W3,only upper error
2MASS J10212570-2830427 W4,only upper error
TVLM 213-2005 W4,only upper error
2MASS J10213232-2044069 W4,only upper error
ULAS J102144.87+054446.1 W3,only upper error
ULAS J102144.87+054446.1 W4,only upper error
2MASS J10215386+3704166 W4,only upper error
CWISEP J102201.27+145520.2 W1,only upper error
CWISEP J102201.27+145520.2 W3,only upper error
CWISEP J102201.27+145520.2 W4,only upper error
SDSS J102204.88+020047.5 W4,only upper error
HD 89744B,missing proper motion values
HD 89744B W3,only upper error
HD 89744B W4,only upper error
2MASS J10224821+5825453 W4,only upper error
WISEA J102304.04+155616.4 W4,only upper error
WISEA J102313.22-315126.7 W3,only upper error
WISEA J102313.22-315126.7 W4,only upper error
SDSS J102552.43+321234.0 W3,only upper error
SDSS J102552.43+321234.0 W4,only upper error
WISE J102557.72+030755.7 W3,only upper error
WISE J102557.72+030755.7 W4,only upper error
SDSS J102600.06+395509.6 W3,only upper error
SDSS J102600.06+395509.6 W4,only upper error
2MASS J10284042-1438439 W4,only upper error
2MASSI J1029216+162652 W4,only upper error
ULAS J102940.52+093514.6 W3,only upper error
ULAS J102940.52+093514.6 W4,only upper error
SDSS J102947.68+483412.2 W3,only upper error
SDSS J102947.68+483412.2 W4,only upper error
SDSS J103026.78+021306.4 W3,only upper error
SDSS J103026.78+021306.4 W4,only upper error
HD 91324B W4,only upper error
2MASS J10315064+3349595 W4,only upper error
2MASS J10321706+0501032 W4,only upper error
SDSS J103225.19+330042.0 W4,only upper error
PSO J158.1597+05.2231 W3,only upper error
PSO J158.1597+05.2231 W4,only upper error
SDSS J103309.11+121626.0 W3,only upper error
SDSS J103309.11+121626.0 W4,only upper error
SDSS J103321.92+400549.5 W3,only upper error
SDSS J103321.92+400549.5 W4,only upper error
SDSS J103405.67+035016.3 W3,only upper error
SDSS J103405.67+035016.3 W4,only upper error
SDSS J103428.24+414000.7 W3,only upper error
SDSS J103428.24+414000.7 W4,only upper error
SDSS J103451.12+125840.7 W3,only upper error
SDSS J103451.12+125840.7 W4,only upper error
2MASSW J1035245+250745 W4,only upper error
SDSS J103528.61+231840.0 W3,only upper error
SDSS J103528.61+231840.0 W4,only upper error
WISEA J103534.63-071148.2 W3,only upper error
WISEA J103534.63-071148.2 W4,only upper error
ULAS J103553.67-012126.3 W3,only upper error
ULAS J103553.67-012126.3 W4,only upper error
HIP 51877B,missing wise designation name
HIP 51877B,missing proper motion values
HIP 51877B W1,only upper error
HIP 51877B W2,only upper error
HIP 51877B W3,only upper error
HIP 51877B W4,only upper error
SDSS J103602.44+372448.5 W3,only upper error
SDSS J103602.44+372448.5 W4,only upper error
WISEA J103602.80+030615.6 W3,only upper error
WISEA J103602.80+030615.6 W4,only upper error
PSO J159.0433-27.6357 W4,only upper error
2MASSW J1036530-344138 W4,only upper error
PSO J159.2399-26.3885 W3,only upper error
PSO J159.2399-26.3885 W4,only upper error
SDSS J103730.42+461826.6 W3,only upper error
SDSS J103730.42+461826.6 W4,only upper error
WISE J103907.73-160002.9 W3,only upper error
WISE J103907.73-160002.9 W4,only upper error
SDSS J103931.35+325625.5 W4,only upper error
PSO J160.0416-21.3281 W3,only upper error
PSO J160.0416-21.3281 W4,only upper error
SDSS J104014.50+413116.4 W3,only upper error
SDSS J104014.50+413116.4 W4,only upper error
WISEA J104051.77+450329.3 W3,only upper error
WISEA J104051.77+450329.3 W4,only upper error
SDSS J104114.05+632738.4 W3,only upper error
SDSS J104121.86+244228.0 W3,only upper error
SDSS J104121.86+244228.0 W4,only upper error
CFBDS J104209.98+580856.6 W3,only upper error
CFBDS J104209.98+580856.6 W4,only upper error
ULAS J104224.20+121206.8 W3,only upper error
ULAS J104224.20+121206.8 W4,only upper error
WISEPC J104245.23-384238.3 W3,only upper error
WISEPC J104245.23-384238.3 W4,only upper error
2MASS J10430758+2225236 W4,only upper error
SDSS J104319.44+071232.4 W3,only upper error
SDSS J104319.44+071232.4 W4,only upper error
SDSSp J104325.10+000148.2 W3,only upper error
SDSSp J104325.10+000148.2 W4,only upper error
SDSS J104335.08+121314.1 W4,only upper error
ULAS J104355.37+104803.4 W3,only upper error
ULAS J104355.37+104803.4 W4,only upper error
SDSS J104407.47+015742.0 W3,only upper error
SDSS J104407.47+015742.0 W4,only upper error
SDSS J104409.43+042937.6 W3,only upper error
SDSS J104409.43+042937.6 W4,only upper error
SDSS J104426.79+272033.2 W3,only upper error
SDSS J104426.79+272033.2 W4,only upper error
2MASS J10451718-2607249 W4,only upper error
2MASSI J1045240-014957 W4,only upper error
2MASS J10455263-2819303 W4,only upper error
SDSS J104617.02+351305.8 W3,only upper error
SDSS J104617.02+351305.8 W4,only upper error
2MASS J10461875+4441149 W3,only upper error
2MASS J10461875+4441149 W4,only upper error
SDSS J104625.76+042441.0 W3,only upper error
SDSS J104729.03+301639.7 W3,only upper error
SDSS J104729.03+301639.7 W4,only upper error
DENIS-P J104731.1-181558 W4,only upper error
2MASSI J1047538+212423 W4,only upper error
CWISEP J104756.81+545741.6 W1,only upper error
CWISEP J104756.81+545741.6 W3,only upper error
CWISEP J104756.81+545741.6 W4,only upper error
LHS 292,missing proper motion values
PSO J162.0614+13.9756 W3,only upper error
PSO J162.0614+13.9756 W4,only upper error
DENIS-P J1048278-525418 W4,only upper error
SDSS J104829.21+091937.8 W3,only upper error
SDSS J104829.21+091937.8 W4,only upper error
SDSS J104842.70+300650.5 W3,only upper error
SDSS J104842.70+300650.5 W4,only upper error
SDSS J104842.84+011158.5 W4,only upper error
LHS 2314 W4,only upper error
Luhman 16,missing proper motion values
SDSS J104922.45+012559.2 W3,only upper error
SDSS J104922.45+012559.2 W4,only upper error
SDSS J104928.24+253723.2 W3,only upper error
SDSS J104928.24+253723.2 W4,only upper error
SDSS J104934.84+602029.4 W3,only upper error
SDSS J104934.84+602029.4 W4,only upper error
SDSS J105012.49+005803.3 W3,only upper error
SDSS J105012.49+005803.3 W4,only upper error
2MASS J10503781-4517010 W4,only upper error
SDSS J105044.03+325843.5 W4,only upper error
WISE J105047.90+505606.2 W3,only upper error
WISE J105047.90+505606.2 W4,only upper error
SDSS J105110.69+314130.0 W3,only upper error
SDSS J105110.69+314130.0 W4,only upper error
2MASS J10511900+5613086 W4,only upper error
WISE J105130.01-213859.7 W3,only upper error
WISE J105130.01-213859.7 W4,only upper error
2MASS J10513331-1916530 W3,only upper error
2MASS J10513331-1916530 W4,only upper error
ULAS J105134.32-015449.8 W3,only upper error
ULAS J105134.32-015449.8 W4,only upper error
SDSS J105151.25+131116.3 W3,only upper error
SDSS J105151.25+131116.3 W4,only upper error
SDSS J105213.51+442255.7 W4,only upper error
ULAS J105235.42+001632.7,missing wise designation name
ULAS J105235.42+001632.7,missing proper motion values
ULAS J105235.42+001632.7 W1,only upper error
ULAS J105235.42+001632.7 W2,only upper error
ULAS J105235.42+001632.7 W3,only upper error
ULAS J105235.42+001632.7 W4,only upper error
WISE J105257.95-194250.2 W3,only upper error
WISE J105257.95-194250.2 W4,only upper error
SDSS J105259.70+334406.1 W3,only upper error
SDSS J105259.70+334406.1 W4,only upper error
SDSS J105318.15+433306.1 W3,only upper error
SDSS J105318.15+433306.1 W4,only upper error
SDSS J105339.22+642351.5 W3,only upper error
SDSS J105339.22+642351.5 W4,only upper error
SDSS J105355.39+385737.5 W3,only upper error
SDSS J105355.39+385737.5 W4,only upper error
2MASS J10544168+1214084 W4,only upper error
SDSS J105510.41+511026.2 W3,only upper error
SDSS J105510.41+511026.2 W4,only upper error
CWISE J105512.11+544328.3 W4,only upper error
2MASS J10554733+0808427 W4,only upper error
WISE J105553.59-165216.3 W3,only upper error
WISE J105553.59-165216.3 W4,only upper error
Wolf 359,missing proper motion values
HD 95086b,missing wise designation name
HD 95086b,missing proper motion values
HD 95086b W1,only upper error
HD 95086b W2,only upper error
HD 95086b W3,only upper error
HD 95086b W4,only upper error
SDSS J105814.54+303159.8 W3,only upper error
SDSS J105814.54+303159.8 W4,only upper error
ULAS J105836.92+085429.1 W3,only upper error
ULAS J105836.92+085429.1 W4,only upper error
DENIS-P J1058.7-1548 W4,only upper error
2MASSI J1059513-211308 W4,only upper error
2MASS J10595185+3042059 W3,only upper error
2MASS J10595185+3042059 W4,only upper error
SDSS J110008.19+295516.1 W4,only upper error
2MASS J11000965+4957470 W4,only upper error
2MASS J11001126-2718386 W3,only upper error
2MASS J11001126-2718386 W4,only upper error
2MASS J11011926-7732383 W4,only upper error
SDSS J110148.04+544009.2 W3,only upper error
SDSS J110148.04+544009.2 W4,only upper error
SSSPM J1102-3431,"duplicate, already ingested"
SDSS J110212.06+162938.7 W3,only upper error
SDSS J110212.06+162938.7 W4,only upper error
2MASSW J1102337-235945 W3,only upper error
2MASSW J1102337-235945 W4,only upper error
